#,Job Title,Job ID,Hospital,Aggregator,Street Address,City,State,Zip Code,Phone,Website,Location,Area of Practice,Position,Salary,Job Type,Experience,Link,Description
160,"Regional Medical Director- Los Angeles and Las Vegas","MPH-19743","Mission Pet Health","Mission Pet Health (Parent Client)","","","","","","","Birmingham, Alabama","General Practice Care","Medical Director","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=19743","=== JOB DETAIL FIELDS ===
Job ID: 19743
Job Title: Regional Medical Director
State: Alabama
City: Birmingham
Hospital Name: Mission Pet Health
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Sarah Thomas
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
Mission Pet Health is seeking a Regional Medical Director (RMD) to support our hospitals in the Los Angeles and Las Vegas areas.
This role is designed for a veterinarian who enjoys mentoring doctors, strengthening hospital teams, and helping practices grow while maintaining high medical quality.
As Regional Medical Director, you will serve as a clinical partner to our veterinarians and hospitals, supporting teams at the local level while working alongside a Regional Operations Director to align medical leadership with hospital success. The role blends mentorship, collaboration, and strategic leadership—ensuring doctors feel supported, hospitals are well-resourced, and patients receive excellent care.
What You'll Do
Support and Develop Veterinarians: Partner with DVMs across the region to support their professional growth through mentorship, coaching, and development planning. Conduct doctor reviews and help strengthen medical, surgical, and communication skills.
Strengthen Hospital Collaboration: Connect regularly with hospital teams to share best practices, support workflow improvements, and ensure doctors have the clinical resources they need to serve their communities.
Recruit and Develop Veterinary Talent: Help attract and onboard great veterinarians to the region. Support mentorship and integration of new doctors to ensure long-term success and engagement.
Partner for Hospital Success: Work closely with your Regional Operations Director to support hospital leaders in areas such as scheduling needs, equipment investments, and aligning medical initiatives with hospital growth.
Support Growth in the LA/Vegas Market: Help hospitals expand services, strengthen medical capabilities, and support thoughtful regional growth while maintaining high-quality medicine.
Build the Future Veterinary Workforce: Support externship and internship programs and represent Mission Pet Health within the veterinary community to help build our future talent pipeline.
What Success Looks Like in the First Year
First 90 Days: Build relationships with veterinarians and hospital teams while learning the strengths and opportunities of each hospital in the region.
3–6 Months: Establish regular doctor collaboration and mentorship, support hospital teams with clinical resources, and assist with recruiting and onboarding veterinarians.
6–12 Months: Strengthen collaboration across hospitals, support service expansion where appropriate, and help develop emerging medical leaders within the region.
Why This Role is Different
At Mission Pet Health, our Regional Medical Directors focus on supporting hospitals—not overseeing them from a distance.
We believe great veterinary medicine happens when doctors feel trusted, connected, and supported. Our RMDs focus on:
Mentorship over management
Local hospital partnership

Collaboration across veterinary teams
Balancing medical quality with sustainable hospital growth
This is an opportunity to help shape the veterinary culture of a region—supporting great hospitals and helping veterinarians build long-term, fulfilling careers.
What You'll Bring to the Team
Doctor of Veterinary Medicine (DVM) degree from an accredited university.
Current state licensure in good standing to practice.
Experience managing multi-site veterinary hospitals is required.
Hospital ownership or previous Lead Veterinarian experience is strongly preferred.
Exceptional interpersonal, oral, and written communication skills with the ability to present key data concisely.
Strong organizational skills and a keen attention to detail."
161,"Associate Veterinarian","MPH-18354","Old Town Veterinary Hospital","Mission Pet Health (Parent Client)","","","","","","","Georgetown, Texas","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=18354","=== JOB DETAIL FIELDS ===
Job ID: 18354
Job Title: Veterinarian
State: Texas
City: Georgetown
Hospital Name: Old Town Veterinary Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Clarissa Martinez
Clarissa.Martinez@mvetpartners.com
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
162,"Veterinarian","MPH-16995","Acredale Animal Hospital: Kempsville","Mission Pet Health (Parent Client)","","","","","","","Virginia Beach, Virginia","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=16995","=== JOB DETAIL FIELDS ===
Job ID: 16995
Job Title: Veterinarian
State: Virginia
City: Virginia Beach
Hospital Name: Acredale Animal Hospital: Kempsville
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Rebecca Metheny
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
163,"Veterinarian Opportunity at Grand Animal Hospital","MPH-16953","Grand Animal Hospital","Mission Pet Health (Parent Client)","","","","","","","Diamond Bar, California","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=16953","=== JOB DETAIL FIELDS ===
Job ID: 16953
Job Title: Veterinarian
State: California
City: Diamond Bar
Hospital Name: Grand Animal Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Erika Bergman
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like

• Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.

• Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.

• Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.

• Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.

Who We're Looking For

• Doctor of Veterinary Medicine (DVM) degree from an accredited university.

• A valid state license and in good standing to practice.

• A collaborative spirit and a dedication to practicing the highest standard of medicine.

• Excellent communication skills with a positive, friendly, and professional attitude.

Will Accept a New Grad?: Yes"
164,"Veterinarian","MPH-15811","Englewood Animal Health Center","Mission Pet Health (Parent Client)","","","","","","","Englewood, Florida","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=15811","=== JOB DETAIL FIELDS ===
Job ID: 15811
Job Title: Veterinarian
State: Florida
City: Englewood
Hospital Name: Englewood Animal Health Center
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Scott Beazley

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: No"
165,"Veterinarian","MPH-15144","Animal Hospital of North Gwinnett","Mission Pet Health (Parent Client)","","","","","","","Buford, Georgia","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=15144","=== JOB DETAIL FIELDS ===
Job ID: 15144
Job Title: Veterinarian
State: Georgia
City: Buford
Hospital Name: Animal Hospital of North Gwinnett
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Kelly Wethington
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
166,"Veterinarian","MPH-14644","Pet Medical Center","Mission Pet Health (Parent Client)","","","","","","","Harker Heights, Texas","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=14644","=== JOB DETAIL FIELDS ===
Job ID: 14644
Job Title: Veterinarian
State: Texas
City: Harker Heights
Hospital Name: Pet Medical Center
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Clarissa Martinez
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
167,"Veterinarian","MPH-13705","Dr. Boyd's Veterinary Resort","Mission Pet Health (Parent Client)","","","","","","","Rockville, Maryland","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=13705","=== JOB DETAIL FIELDS ===
Job ID: 13705
Job Title: Veterinarian
State: Maryland
City: Rockville
Hospital Name: Dr. Boyd's Veterinary Resort
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Rebecca Metheny
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: No"
168,"Veterinarian","MPH-13389","Livewell Animal Hospital of Austin","Mission Pet Health (Parent Client)","","","","","","","Austin, Texas","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=13389","=== JOB DETAIL FIELDS ===
Job ID: 13389
Job Title: Veterinarian
State: Texas
City: Austin
Hospital Name: Livewell Animal Hospital of Austin
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Clarissa Martinez
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
The Veterinarian is responsible for providing high quality care to our patients while also developing rapport with their owners. In addition to physical examinations, surgeries, and dentistry, client communication and client education are of the upmost importance. Its important that SVP Veterinarians treat each pet and client like part of the family.

Will Accept a New Grad?: Yes"
169,"Veterinarian","MPH-13183","North Beaverton Pet Hospital","Mission Pet Health (Parent Client)","","","","","","","Portland, Oregon","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=13183","=== JOB DETAIL FIELDS ===
Job ID: 13183
Job Title: Veterinarian
State: Oregon
City: Portland
Hospital Name: North Beaverton Pet Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Courtney Towery
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: No"
170,"Veterinarian","MPH-11908","Heartland Animal Hospital","Mission Pet Health (Parent Client)","","","","","","","Boiling Springs, South Carolina","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=11908","=== JOB DETAIL FIELDS ===
Job ID: 11908
Job Title: Veterinarian
State: South Carolina
City: Boiling Springs
Hospital Name: Heartland Animal Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Anna Zingleman
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
171,"Veterinarian Opportunity at Laguna Creek Veterinary Hospital","MPH-10898","Laguna Creek Veterinary Hospital","Mission Pet Health (Parent Client)","","","","","","","Elk Grove, California","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=10898","=== JOB DETAIL FIELDS ===
Job ID: 10898
Job Title: Veterinarian
State: California
City: Elk Grove
Hospital Name: Laguna Creek Veterinary Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Erika Bergman
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: No"
172,"Lead Veterinarian Opportunity at Roseway Veterinary Hospital","MPH-8746","Roseway Veterinary Hospital","Mission Pet Health (Parent Client)","","","","","","","Portland, Oregon","General Practice Care","Lead Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=8746","=== JOB DETAIL FIELDS ===
Job ID: 8746
Job Title: Medical Lead
State: Oregon
City: Portland
Hospital Name: Roseway Veterinary Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Courtney Towery
Erika.Bergman@mvetpartners.com
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
Your Impact as a Medical Lead Veterinarian

As the Medical Lead Veterinarian, you are the champion of medical excellence in your hospital. You will be responsible for mentoring and developing your associate veterinarians, partnering with your Practice Manager to build a healthy and engaged team, and driving the continuous improvement of patient care and client service. This is a key leadership role where you will set the standard for clinical quality and foster a culture of collaboration and growth.

Lead and Mentor Your DVM Team: You will manage all associate veterinarians, conducting regular performance discussions, coaching them on individual development goals (including production and PCT), and fostering a culture of teamwork and retention.
Role Model Medical Excellence: You will set the example for the highest quality of medicine, client service, and efficiency, while also practicing as an associate veterinarian and achieving your own production goals.
Drive Hospital Performance: In partnership with your Practice Manager, you will help develop the annual operating plan, manage hospital financial performance toward an EBITDA goal, and ensure compliance with all medical and DEA regulations.
Foster a Culture of Growth: You will lead monthly doctor meetings to discuss best practices, new services, and medical standards. You will also supervise externship and mentorship programs and champion a culture of recruitment.
Be an Ambassador: You will serve as an ambassador for your hospital and Mission Pet Health through community engagement at schools, universities, and local events.
What You'll Bring to the Team
Doctor of Veterinary Medicine (DVM) degree and a valid state license in good standing.
A minimum of 2 years of practical clinical experience.
A servant leadership mentality with a commitment to our core values and the ability to build strong, collaborative relationships.
Excellent written, verbal, and interpersonal communication skills.
An understanding of (or willingness to learn) the financial and operating management of a hospital.
Proficiency in intermediate computer skills (MS Office, Outlook, etc.).
Enthusiasm and a desire to be part of a progressive, growth-oriented culture.

Will Accept a New Grad?: No"
173,"Veterinarian","MPH-8713","Clayton Animal Hospital","Mission Pet Health (Parent Client)","","","","","","","Clayton, North Carolina","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=8713","=== JOB DETAIL FIELDS ===
Job ID: 8713
Job Title: Veterinarian
State: North Carolina
City: Clayton
Hospital Name: Clayton Animal Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Rebecca Metheny
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: No"
174,"Veterinarian","MPH-8339","Boerne Stage Veterinary Clinic","Mission Pet Health (Parent Client)","","","","","","","San Antonio, Texas","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=8339","=== JOB DETAIL FIELDS ===
Job ID: 8339
Job Title: Veterinarian
State: Texas
City: San Antonio
Hospital Name: Boerne Stage Veterinary Clinic
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Clarissa Martinez
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: No"
175,"Livewell Urgent Care Veterinarian - Bothell","MPH-8201","Livewell Animal Urgent Care of Bothell","Mission Pet Health (Parent Client)","","","","","","","Bothell, Washington","Urgent Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=8201","=== JOB DETAIL FIELDS ===
Job ID: 8201
Job Title: Veterinarian
State: Washington
City: Bothell
Hospital Name: Livewell Animal Urgent Care of Bothell
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Jennifer Oliver
jennifer.oliver@svp.vet
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
Livewell Animal Urgent Care of Bothell is a beautiful new hospital led by Founding DVM Dr. Steven Beil and Hospital Manager Candy Cooper. Together, they’ve built a hospital where high-quality medicine and a truly supportive culture go hand-in-hand.

We invite you to consider joining the team as our very first Associate DVM. This is an exceptional opportunity to be part of a hospital’s legacy from the ground up. You won’t just fill a role—you’ll help set the pace, shape the culture, and influence how our care is delivered for years to come.

Our urgent care model bridges the gap between general practice and emergency. We’re here for pets who can’t wait for a regular appointment, but don’t need full ER hospitalization.

That means interesting cases, steady variety, with more convenient hours

You’ll work alongside a leadership team deeply committed to collaboration, mentorship, and joy in our work. At Livewell, we believe a happy, cohesive team delivers the best medicine.

Why you’ll love this role:

Be part of the hospital’s story as our very first associate
Influence our culture, workflows, and client experience
Enjoy a varied caseload with a schedule that allows for better work/life balance
Practice with full medical autonomy and strong peer support
Join a leadership team that puts people first

Why Bothell?
Living and working in Bothell means enjoying a close-knit community feel while still having all the amenities of a central metro area within reach. It’s an area that supports a balanced lifestyle—one where you can pursue your career in veterinary medicine and still make the most of your time outside the hospital.

If you’re ready to make an impact, grow your skills, and help write Livewell Animal Urgent Care’s story, we’d love to meet you.

Will Accept a New Grad?: No"
176,"Veterinarian Opportunity at Hillsdale Veterinary Hospital","MPH-8042","Hillsdale Veterinary Hospital","Mission Pet Health (Parent Client)","","","","","","","Portland, Oregon","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=8042","=== JOB DETAIL FIELDS ===
Job ID: 8042
Job Title: Veterinarian
State: Oregon
City: Portland
Hospital Name: Hillsdale Veterinary Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Courtney Towery
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
177,"Associate Veterinarian in Waterloo IA","MPH-7048","Den Herder Veterinary Hospital","Mission Pet Health (Parent Client)","","","","","","","Waterloo, Iowa","General Practice Care","Associate Veterinarian","","Full-Time","","https://missionpethealth.avature.net/agency/JobDetail?jobId=7048","=== JOB DETAIL FIELDS ===
Job ID: 7048
Job Title: Veterinarian
State: Iowa
City: Waterloo
Hospital Name: Den Herder Veterinary Hospital
Number of Openings: 1
Posted Date: 10-24-2025
Recruiter: Katie Shaffer
Pay Class: Full-Time

=== DESCRIPTION & REQUIREMENTS ===
Additional Hospital Information & Who We are Looking For:

Interest In: Small-animal general practice, preventative care, wellness exams, surgery, dentistry, senior pet care, urgent care cases, end-of-life care, and compassionate client communication. Exposure to advanced diagnostics including imaging (CT/MRI through referral collaboration), chemotherapy support, and exotic pet care is a plus.
Open to New Graduates or Experienced Veterinarians: Open to both! New graduates are welcomed with tailored mentorship, while experienced veterinarians will have the autonomy to practice high-quality medicine and continue growing their clinical interests.
Supportive, Experienced Technical Staff: Dedicated and knowledgeable support team focused on patient care, client education, anesthesia support, laboratory diagnostics, dentistry, and smooth appointment flow — allowing doctors to focus on medicine while delivering an excellent client experience.
Layout Specifics: Well-equipped, AAHA-accredited facility featuring multiple exam rooms, a dedicated surgery suite, full dental equipment, in-house diagnostics, radiology, advanced monitoring, and a thoughtfully designed treatment area to promote efficiency and low-stress visits.
Collaborative Team Environment: Join a team that values compassion, communication, and community involvement. Doctors support one another, share knowledge, and work together to provide “peace of mind” care for both pets and their families.
Patient Mix: Primarily small-animal general practice seeing dogs and cats, with the added opportunity to work with a well-established exotic caseload for veterinarians who have a strong interest in exotics. While experience or interest in exotics is not required, the hospital offers exposure to a wide variety of exotic species for doctors who are excited to expand or utilize that skill set.
You do have an interest in exotics? We see small animals and a robust exotic caseload. Our team has expertise with birds, ferrets, rabbits, chinchillas, rats, mice, gerbils, guinea pigs, hamsters, raccoons, skunks, snakes, a variety of lizards (including chameleons, bearded dragons, and iguanas), turtles, tortoises, frogs, and hedgehogs. See more here (even deer!): https://www.denherdervet.com/service/exotic-pets/

Website: https://www.denherdervet.com/

Location: 4041 Hurst Dr, Waterloo, IA 50701

Apply today for immediate consideration! If you have the drive, passion, and medical skills we’re looking for, we’d love to meet you.  For confidential consideration, please send your resume to Katie Shaffer at: katie.shaffer@mvetpartners.com

All applications and conversations are upheld with the utmost discretion and professionalism.

Why Waterloo, IA?

Located in northeast Iowa, Waterloo offers the perfect balance of small-city charm and everyday convenience. The area features an affordable cost of living, short commutes, and a strong sense of community, making it an ideal place to put down roots. Outdoor enthusiasts will enjoy nearby parks, trails, and river access, while the city also offers local restaurants, breweries, arts and culture, and family-friendly activities. With easy access to larger metro areas like Cedar Falls and reasonable drives to Des Moines, Iowa City, and Minneapolis, Waterloo provides a comfortable lifestyle without the stress or expense of a major city.

What Your Day-to-Day Looks Like
Build Lasting Relationships: Connect with clients and their pets, becoming their trusted partner in a pet's lifelong health.
Practice Your Best Medicine: From diagnosis to treatment, you'll lead patient care with the freedom to uphold the highest standards.
Educate and Empower: Clearly communicate findings and treatment plans, empowering clients to make informed decisions.
Collaborate and Grow: Work alongside a supportive paraprofessional team, contributing to a positive hospital culture.
Who We're Looking For
Doctor of Veterinary Medicine (DVM) degree.
A valid state license and in good standing to practice.
A collaborative spirit and a dedication to practicing the highest standard of medicine.
Excellent communication skills with a positive, friendly attitude.

Will Accept a New Grad?: Yes"
